Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,duration_trim,duration_time,tire_sizes
3568,8 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4944,2,1983,Male,2,8 ,8,27
3569,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5133,2,1986,Male,2,11 ,11,27
3570,6 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,1320,3,1975,Male,3,6 ,6,26
3571,5 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,1557,1,1995,Male,1,5 ,5,26
3572,14 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2816,3,1985,Female,3,14 ,14,27
3573,8 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1959,3,1969,Male,3,8 ,8,26
3574,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5018,2,1981,Male,2,5 ,5,26
3575,19 minutes,16,Steuart St at Market St,99,Folsom St at 15th St,4980,1,1980,Male,1,19 ,19,27
3576,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),60,8th St at Ringold St,5571,3,1973,Male,3,7 ,7,27
3577,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4759,2,1981,Female,2,7 ,7,27
3578,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),6235,3,1979,Male,3,8 ,8,27
3579,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4553,1,1988,Female,1,7 ,7,27
3580,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),49,S Park St at 3rd St,2225,3,1989,Male,3,4 ,4,27
3581,14 minutes,22,Howard St at Beale St,101,15th St at Potrero Ave,4383,3,1977,Male,3,14 ,14,27
3582,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),1191,2,1987,Male,2,7 ,7,26
3583,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),88,11th St at Bryant St,4372,1,1989,Female,1,7 ,7,27
3584,5 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5062,1,1990,Male,1,5 ,5,27
3585,4 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4736,1,1995,Male,1,4 ,4,26
3586,8 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,2663,2,1990,Male,2,8 ,8,27
3587,8 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5392,2,1996,Female,2,8 ,8,27
3588,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5526,2,1972,Male,2,7 ,7,27
3589,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,723,3,1983,Male,3,4 ,4,26
3590,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4960,1,1992,Male,1,2 ,2,26
3591,6 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5374,3,1982,Male,3,6 ,6,27
3592,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4719,1,1988,Male,1,6 ,6,27
3593,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,4929,2,1972,Male,2,6 ,6,26
3594,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5283,3,1986,Male,3,6 ,6,27
3595,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2400,3,1995,Male,3,1 ,1,27
3596,5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,5498,3,1958,Male,3,5 ,5,26
3597,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,563,2,1971,Male,2,6 ,6,27
3598,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,335,2,1984,Female,2,11 ,11,26
3599,11 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4798,3,1985,Female,3,11 ,11,27
3600,5 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,4381,2,1985,Male,2,5 ,5,27
3601,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),355,23rd St at Tennessee St,4752,2,1981,Male,2,9 ,9,26
3602,13 minutes,22,Howard St at Beale St,104,4th St at 16th St,5319,3,1987,Male,3,13 ,13,27
3603,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3020,2,1967,Male,2,6 ,6,27
3604,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5037,3,1993,Male,3,9 ,9,27
3605,6 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,5454,2,1987,Male,2,6 ,6,27
3606,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,1869,2,1963,Male,2,6 ,6,27
3607,9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,443,2,1987,Male,2,9 ,9,27
3608,8 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,1321,1,1979,Male,1,8 ,8,26
3609,13 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,4981,2,1984,Female,2,13 ,13,27
3610,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4977,3,1980,Male,3,4 ,4,27
3611,1 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,5130,3,1974,Male,3,1 ,1,27
3612,7 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,1914,2,1982,Male,2,7 ,7,27
3613,14 minutes,22,Howard St at Beale St,126,Esprit Park,5532,1,1983,Female,1,14 ,14,27
3614,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4793,3,1990,Male,3,5 ,5,26
3615,9 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,5502,2,1985,Male,2,9 ,9,27
3616,11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1191,2,1984,Male,2,11 ,11,27
3617,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5354,2,1972,Female,2,12 ,12,27
3618,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,4671,3,1978,Male,3,3 ,3,27
3619,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,500,2,1975,Male,2,5 ,5,27
3620,9 minutes,22,Howard St at Beale St,60,8th St at Ringold St,4624,2,1982,Female,2,9 ,9,27
3621,10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1683,3,1966,Female,3,10 ,10,27
3622,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4814,1,1993,Male,1,5 ,5,27
3623,11 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5278,3,1994,Male,3,11 ,11,27
3624,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4574,3,1986,Male,3,2 ,2,27
3625,5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4745,3,1989,Male,3,5 ,5,27
3626,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5467,1,1982,Male,1,4 ,4,27
3627,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1150,1,1985,Female,1,6 ,6,27
3628,4 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,109,2,1987,Male,2,4 ,4,26
3629,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,2992,1,1986,Male,1,5 ,5,27
3630,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4993,2,1978,Male,2,6 ,6,27
3631,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),101,15th St at Potrero Ave,5242,1,1993,Male,1,12 ,12,27
3632,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,2946,2,1976,Male,2,4 ,4,27
3633,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,2046,2,1965,Female,2,15 ,15,27
3634,10 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5539,3,1987,Male,3,10 ,10,27
3635,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),385,3,1999,Female,3,2 ,2,26
3636,7 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,4842,2,1981,Female,2,7 ,7,27
3637,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5000,2,1982,Male,2,9 ,9,27
3638,12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,11,1,1988,Female,1,12 ,12,26
3639,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,4601,2,1986,Male,2,7 ,7,27
3640,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4994,2,1988,Female,2,7 ,7,27
3641,13 minutes,16,Steuart St at Market St,126,Esprit Park,4967,1,1984,Male,1,13 ,13,26
3642,5 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,191,2,1980,Female,2,5 ,5,27
3643,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5018,2,1988,Female,2,7 ,7,27
3644,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3400,2,1995,Female,2,19 ,19,27
3645,11 minutes,22,Howard St at Beale St,60,8th St at Ringold St,1699,2,1982,Male,2,11 ,11,27
3646,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4730,3,1984,Female,3,6 ,6,27
3647,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5521,1,1983,Male,1,3 ,3,26
3648,3 minutes,81,Berry St at 4th St,104,4th St at 16th St,4953,3,1995,Female,3,3 ,3,27
3649,16 minutes,16,Steuart St at Market St,126,Esprit Park,5533,2,1968,Female,2,16 ,16,27
3650,4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,4850,1,1993,Male,1,4 ,4,26
3651,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),80,Townsend St at 5th St,3067,1,1973,Female,1,13 ,13,27
3652,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,5344,1,1986,Female,1,12 ,12,26
3653,12 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4773,2,1956,Male,2,12 ,12,27
3654,8 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),5422,2,1986,Male,2,8 ,8,26
3655,14 minutes,16,Steuart St at Market St,59,S Van Ness Ave at Market St,5342,3,1987,Male,3,14 ,14,27
3656,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5374,1,1979,Male,1,9 ,9,27
3657,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),385,2,1996,Female,2,9 ,9,27
3658,10 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,545,3,1985,Female,3,10 ,10,27
3659,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5221,2,1966,Male,2,7 ,7,27
3660,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5442,2,1967,Male,2,16 ,16,27
3661,5 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,5560,3,1990,Male,3,5 ,5,27
3662,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4381,2,1990,Male,2,4 ,4,27
3663,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2293,1,1968,Male,1,11 ,11,27
3664,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),4629,1,1951,Male,1,6 ,6,27
3665,44 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),71,Broderick St at Oak St,4609,2,1968,Female,2,44 ,44,26
3666,5 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,4817,2,1984,Female,2,5 ,5,27
3667,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4953,3,1986,Male,3,10 ,10,26
3668,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5371,2,1986,Male,2,2 ,2,27
3669,9 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4979,1,1993,Female,1,9 ,9,26
3670,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5528,2,1989,Male,2,8 ,8,27
3671,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5282,2,1987,Male,2,6 ,6,27
3672,3 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,5359,2,1979,Female,2,3 ,3,26
3673,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,2933,3,1984,Male,3,8 ,8,27
3674,5 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,5445,3,1977,Male,3,5 ,5,26
3675,2 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,4970,3,1975,Male,3,2 ,2,27
3676,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5502,2,1986,Other,2,6 ,6,26
3677,16 minutes,81,Berry St at 4th St,122,19th St at Mission St,2271,1,1986,Female,1,16 ,16,26
3678,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),363,Salesforce Transit Center (Natoma St at 2nd St),5234,3,1974,Female,3,7 ,7,27
3679,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5000,1,1994,Female,1,8 ,8,27
3680,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,4928,3,1990,Female,3,17 ,17,27
3681,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5496,2,1986,Male,2,8 ,8,26
3682,10 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4730,1,1978,Male,1,10 ,10,27
3683,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4658,3,1993,Female,3,8 ,8,26
3684,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4795,3,1979,Male,3,4 ,4,26
3685,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5529,3,1991,Male,3,15 ,15,27
3686,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4601,1,1977,Male,1,8 ,8,27
3687,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4951,3,1985,Male,3,17 ,17,27
3688,11 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,1014,2,1977,Male,2,11 ,11,27
3689,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2861,2,1961,Male,2,10 ,10,27
3690,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5039,2,1986,Male,2,4 ,4,26
3691,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4745,3,1980,Male,3,12 ,12,27
3692,14 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,1949,1,1969,Male,1,14 ,14,27
3693,1 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),16,Steuart St at Market St,1914,2,1986,Male,2,1 ,1,27
3694,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5232,2,1978,Male,2,4 ,4,27
3695,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5282,2,1990,Female,2,8 ,8,27
3696,8 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,4445,3,1968,Male,3,8 ,8,27
3697,11 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,2361,2,1982,Male,2,11 ,11,26
3698,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,4945,1,1984,Female,1,8 ,8,27
3699,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,479,2,1981,Male,2,15 ,15,26
3700,9 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5222,3,1980,Male,3,9 ,9,26
3701,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5374,3,1963,Male,3,9 ,9,26
3702,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,1832,2,1986,Male,2,15 ,15,27
3703,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,1705,3,1966,Male,3,16 ,16,26
3704,15 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,1808,2,1980,Male,2,15 ,15,27
3705,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4438,2,1982,Male,2,2 ,2,26
3706,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,2231,2,1987,Male,2,4 ,4,27
3707,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3224,3,1994,Female,3,7 ,7,27
3708,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5367,2,1972,Male,2,6 ,6,27
3709,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),3246,2,1990,Male,2,7 ,7,27
3710,9 minutes,22,Howard St at Beale St,77,11th St at Natoma St,5440,2,1967,Male,2,9 ,9,27
3711,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,475,2,1978,Other,2,20 ,20,27
3712,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4831,1,1979,Male,1,7 ,7,27
3713,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,3197,2,1969,Female,2,16 ,16,27
3714,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,333,2,1995,Male,2,14 ,14,27
3715,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,1860,3,1992,Male,3,15 ,15,26
3716,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,4625,1,1973,Female,1,8 ,8,26
3717,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,1805,3,1979,Female,3,24 ,24,27
3718,8 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,62,1,1968,Male,1,8 ,8,27
3719,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2293,1,1984,Female,1,13 ,13,27
3720,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,4655,2,1969,Female,2,7 ,7,27
3721,7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,2047,2,1987,Male,2,7 ,7,26
3722,12 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),1566,3,1988,Male,3,12 ,12,26
3723,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,2520,2,1983,Female,2,3 ,3,27
3724,6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,3675,3,1962,Male,3,6 ,6,27
3725,5 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5442,1,1982,Male,1,5 ,5,27
3726,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),1871,2,1968,Male,2,10 ,10,27
3727,9 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4658,2,1990,Male,2,9 ,9,26
3728,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1914,2,1971,Male,2,11 ,11,27
3729,11 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,3594,3,1971,Male,3,11 ,11,27
3730,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,3237,2,1970,Male,2,11 ,11,27
3731,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2061,2,1985,Male,2,10 ,10,26
3732,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4742,3,1984,Male,3,13 ,13,27
3733,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5300,3,1993,Male,3,6 ,6,27
3734,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5505,3,1990,Male,3,4 ,4,27
3735,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,2861,2,1988,Male,2,8 ,8,26
3736,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5409,3,1981,Female,3,12 ,12,27
3737,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,4980,1,1983,Male,1,4 ,4,27
3738,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3067,1,1984,Male,1,9 ,9,26
3739,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5424,3,1991,Female,3,9 ,9,26
3740,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5226,3,1993,Male,3,11 ,11,27
3741,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,1299,2,1979,Male,2,12 ,12,27
3742,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4945,1,1982,Female,1,7 ,7,27
3743,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),500,2,1967,Male,2,9 ,9,27
3744,10 minutes,5,Powell St BART Station (Market St at 5th St),102,Irwin St at 8th St,2459,2,1988,Male,2,10 ,10,27
3745,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5541,2,1974,Male,2,4 ,4,27
3746,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,4947,1,1960,Male,1,10 ,10,26
3747,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5279,3,1983,Male,3,8 ,8,27
3748,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),2474,3,1986,Male,3,7 ,7,27
3749,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,5136,3,1958,Male,3,18 ,18,27
3750,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5523,2,1990,Male,2,5 ,5,27
3751,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),6235,2,1967,Male,2,10 ,10,26
3752,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5149,2,1990,Female,2,9 ,9,27
3753,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,1905,2,1984,Male,2,5 ,5,27
3754,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,1453,2,1969,Female,2,11 ,11,27
3755,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5533,2,1982,Male,2,7 ,7,26
3756,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1677,1,1996,Female,1,6 ,6,27
3757,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4671,1,1989,Male,1,8 ,8,27
3758,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,3359,2,1978,Male,2,9 ,9,26
3759,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5342,2,1984,Male,2,8 ,8,26
3760,7 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,2086,2,1988,Female,2,7 ,7,27
3761,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5307,2,1980,Male,2,4 ,4,27
3762,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5367,2,1990,Male,2,7 ,7,27
3763,8 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,2250,2,1962,Male,2,8 ,8,26
3764,5 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,397,2,1983,Male,2,5 ,5,27
3765,11 minutes,16,Steuart St at Market St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4780,2,1978,Male,2,11 ,11,27
3766,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5440,3,1981,Female,3,17 ,17,27
3767,5 minutes,81,Berry St at 4th St,91,Berry St at King St,5039,3,1990,Female,3,5 ,5,27
3768,7 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5157,2,1986,Male,2,7 ,7,27
3769,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,1865,2,1982,Male,2,3 ,3,27
3770,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),79,7th St at Brannan St,4759,2,1980,Male,2,11 ,11,26
3771,18 minutes,3,Powell St BART Station (Market St at 4th St),104,4th St at 16th St,5219,1,1983,Male,1,18 ,18,27
3772,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,2047,2,1982,Male,2,4 ,4,27
3773,9 minutes,16,Steuart St at Market St,19,Post St at Kearny St,5489,3,1996,Male,3,9 ,9,27
3774,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),37,2nd St at Folsom St,5014,3,1968,Male,3,7 ,7,27
3775,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5159,1,1993,Female,1,6 ,6,27
3776,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,1024,3,1982,Female,3,17 ,17,26
3777,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),3541,1,1972,Male,1,3 ,3,27
3778,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5055,3,1953,Male,3,7 ,7,27
3779,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,2666,1,1963,Male,1,12 ,12,27
