,id,department,job,name
12697,38055,Sound,Original Music Composer,Hans Zimmer
12699,38055,Directing,Director,Tom McGrath
12714,671,Camera,Director of Photography,John Seale
12724,671,Art,Art Direction,Cliff Robinson
12725,671,Directing,Director,Chris Columbus
12727,671,Writing,Novel,J.K. Rowling
12728,671,Writing,Screenplay,Steve Kloves
12730,671,Production,Casting,Karen Lindsay-Stewart
12731,671,Art,Art Direction,Andrew Ackland-Snow
12733,671,Costume & Make-Up,Makeup Artist,Clare Le Vesconte
12736,671,Visual Effects,Visual Effects Supervisor,Jim Berney
12740,671,Production,Executive Producer,Mark Radcliffe
12742,671,Costume & Make-Up,Hair Designer,Eithne Fennel
12748,671,Production,Executive Producer,Michael Barnathan
12750,671,Production,Co-Producer,Tanya Seghatchian
12762,671,Art,Assistant Property Master,Jamie Wilkinson
12765,671,Directing,Script Supervisor,Annie Penn
12767,671,Camera,Still Photographer,Peter Mountain
12773,671,Sound,ADR Editor,Nick Lowe
12775,671,Editing,Dialogue Editor,Colin Ritchie
12780,671,Crew,Property Master,Barry Wilkinson
12784,671,Crew,Special Effects Coordinator,Yves De Bono
12786,671,Crew,Sequence Leads,Bob Mercier
12788,671,Crew,Visual Effects Editor,Nicholas Atkinson
12791,671,Crew,Sequence Supervisor,Hilmar Koch
12796,671,Art,Standby Painter,Paul Couch
12801,671,Art,Painter,Larry Gooch
12805,671,Sound,Boom Operator,June Prinz
12812,671,Camera,Grip,Peter Muncey
12817,671,Crew,Driver,Warren Deluce
12821,671,Crew,Systems Administrators & Support,Kevin Tengan
12827,671,Production,Production Supervisor,Russell Lodge
12830,671,Visual Effects,3D Supervisor,Alia Agha
12833,671,Costume & Make-Up,Costume Coordinator,Martin Mandeville
12835,671,Production,ADR Voice Casting,Louis Elman
12841,671,Directing,Second Assistant Director,Michael Stevenson
12842,671,Directing,Third Assistant Director,Michael Michael
12846,49524,Editing,Editor,Mark Helfrich
12848,49524,Art,Production Design,Alec Hammond
12849,49524,Production,Producer,Neal H. Moritz
12854,49524,Production,Executive Producer,David Dobkin
12860,49524,Directing,Director,Robert Schwentke
12861,49524,Production,Executive Producer,Ori Marmur
12862,49524,Production,Executive Producer,Peter M. Lenkov
12877,49524,Visual Effects,Animation,Jeremy Stewart
12881,22,Directing,Director,Gore Verbinski
12883,22,Writing,Screenstory,Ted Elliott
12884,22,Writing,Screenplay,Ted Elliott
12887,22,Writing,Screenstory,Stuart Beattie
12888,22,Writing,Screenstory,Jay Wolpert
12896,22,Production,Executive Producer,Mike Stenson
12902,22,Costume & Make-Up,Costume Design,Penny Rose
12903,22,Sound,Music Supervisor,Bob Badami
12905,22,Art,Art Direction,James E. Tocci
12907,22,Art,Art Direction,Derek R. Hill
12908,22,Camera,Additional Photography,Patrick Loungway
12909,22,Crew,Special Effects Coordinator,Terry D. Frazee
12911,22,Camera,First Assistant Camera,Dennis Rogers
12915,22,Crew,Property Master,Charles Stewart
12916,22,Costume & Make-Up,Makeup Department Head,Ve Neill
12920,22,Visual Effects,Creature Design,Mark 'Crash' McCreery
12923,22,Camera,Steadicam Operator,David Luckenbach
12926,22,Sound,Music Editor,Kenneth Karman
12927,22,Crew,Digital Effects Supervisor,Gregory D. Liegey
12928,22,Crew,Transportation Coordinator,Dave Robling
12929,22,Crew,Unit Publicist,Gabriela Gutentag
12930,22,Camera,Camera Operator,Chris Haarhoff
12933,22,Art,Construction Coordinator,Robert A. Blackburn
12937,22,Visual Effects,Visual Effects Producer,Kim Boyle
12939,22,Art,Art Department Coordinator,Carla S. Nemec
12942,22,Art,Set Designer,Gene Darnell
12949,22,Visual Effects,Visual Effects,Cedric Nicolas-Troyan
12952,22,Costume & Make-Up,Hair Designer,Martin Samuel
12956,22,Costume & Make-Up,Wigmaker,Bob Kretschmer
12961,22,Costume & Make-Up,Makeup Artist,Jane Aull
12965,22,Writing,Storyboard,Darrin Denlinger
12968,22,Crew,Loader,Mark Connelly
12972,22,Crew,Set Production Assistant,Heather Anderson
12975,22,Art,Construction Foreman,Stephen Howard
12980,22,Costume & Make-Up,Set Dressing Artist,G. Roger Abell
12986,22,Crew,Sequence Supervisor,Neil Herzinger
12988,22,Crew,Sound Recordist,Erik Flockoi
12990,22,Crew,Video Assist Operator,David Goldsmith
12996,22,Production,Researcher,David Bullock
13000,22,Visual Effects,Visual Effects,Yuichiro Yamashita
13002,22,Visual Effects,Visual Effects Supervisor,Alex Frisch
13004,22,Sound,Boom Operator,David Holmes
13005,22,Crew,Stunts,John Ross
13011,131631,Directing,Director,Francis Lawrence
13013,131631,Art,Set Designer,James E. Tocci
13015,131631,Art,Art Department Coordinator,Roxy Konrad
13018,131631,Art,Set Decoration,Larry Dias
13019,131631,Camera,Director of Photography,Jo Willems
13025,131631,Editing,Editor,Alan Edward Bell
13026,131631,Editing,Editor,Mark Yoshikawa
13027,131631,Costume & Make-Up,Makeup Department Head,Nikoletta Skarlatos
13031,131631,Costume & Make-Up,Makeup Department Head,Ve Neill
13035,131631,Art,Supervising Art Director,David Scheunemann
13037,131631,Art,Set Designer,Jim Hewitt
13038,131631,Art,Set Designer,Easton Michael Smith
13045,131631,Costume & Make-Up,Costume Supervisor,Meike Schlegel
13049,131631,Directing,Script Supervisor,Ana Maria Quintana
13054,131631,Sound,Sound Effects Editor,Lee Gilmore
13056,131631,Camera,Camera Operator,David Luckenbach
13062,131631,Costume & Make-Up,Set Costumer,Tiffany Busche
13068,131631,Art,Set Designer,Ernie Avila
13074,131631,Camera,Camera Operator,Michael Burgess
13081,131631,Lighting,Gaffer,Jean-François Drigeard
13084,131631,Visual Effects,Visual Effects Producer,Melinka Thompson-Godoy
13085,131631,Crew,CG Supervisor,Votch Levi
13087,131631,Art,Set Designer,Stephanie Rass
13088,131631,Camera,Camera Operator,Sönke Hansen
13094,131631,Crew,CG Supervisor,Jorge Razon
13098,131631,Crew,Visual Effects Editor,Liana Jackson
13100,131631,Production,Location Manager,Ken Lavet
13103,131631,Art,Art Department Coordinator,Loïc Chavanon
13110,131631,Art,Greensman,T.J. Rottenberg
13112,131631,Art,Sculptor,Christine Mahuna
13114,131631,Art,Set Decoration Buyer,Nane Cornelius
13118,131631,Visual Effects,Animation Supervisor,Catherine Mullan
13124,131631,Visual Effects,Visual Effects Supervisor,Adrian De Wet
13130,131631,Visual Effects,VFX Production Coordinator,Seda Yilmaz
13132,131631,Crew,Stunt Coordinator,Ralf Häger
13141,591,Production,Producer,Brian Grazer
13142,591,Production,Casting,John Hubbard
13143,591,Production,Casting,Janet Hirshenson
13145,591,Writing,Screenplay,Akiva Goldsman
13146,591,Directing,Director,Ron Howard
13147,591,Production,Producer,Ron Howard
13152,591,Editing,Editor,Daniel P. Hanley
13154,591,Art,Production Design,Allan Cameron
13155,591,Art,Art Direction,Tony Reading
13157,591,Production,Executive Producer,Dan Brown
13158,591,Writing,Novel,Dan Brown
13159,591,Production,Producer,John Calley
13164,591,Costume & Make-Up,Makeup Artist,Paul Gooch
13166,591,Production,Unit Production Manager,Nigel Gostelow
13168,591,Production,Production Supervisor,Suzie F. Wiesmann
13174,591,Costume & Make-Up,Hairstylist,Veronica McAleer
13180,591,Costume & Make-Up,Makeup Artist,Christophe Danchaud
13188,591,Sound,Foley,Michael J. Broomberg
13195,591,Visual Effects,Visual Effects Producer,Richard Friedlander
13197,591,Art,Assistant Art Director,Patricia Johnson
13202,591,Camera,Helicopter Camera,Jeremy Braben
13209,591,Costume & Make-Up,Set Costumer,Nicholas Roche-Gordon
13215,591,Costume & Make-Up,Hairstylist,Norma Webb
13217,591,Crew,Property Master,Marc Pinquier
13218,591,Art,Sculptor,Martin Smeaton
13219,591,Sound,ADR & Dubbing,Deborah Wallach
13220,591,Editing,Dialogue Editor,Teri E. Dorman
13231,591,Crew,Second Unit Cinematographer,Fraser Taggart
13233,591,Lighting,Gaffer,Jean-Pierre Lacroix
13236,591,Crew,Video Assist Operator,Adrian Spanna
13242,591,Production,Location Manager,Nicolas Foulatier
13246,591,Production,Location Manager,Olivier Servanin
13249,172385,Directing,Director,Carlos Saldanha
13250,172385,Writing,Story,Carlos Saldanha
13252,172385,Sound,Original Music Composer,John Powell
13257,172385,Writing,Screenplay,Jenny Bicks
13259,172385,Production,Producer,Bruce Anderson
13260,172385,Writing,Screenplay,Yoni Brenner
13262,172385,Sound,Supervising Sound Editor,Gwendolyn Yates Whittle
13263,172385,Sound,Sound Effects Editor,Jeremy Bowker
13266,172385,Visual Effects,Animation,Tony Mecca
13267,172385,Visual Effects,Animation,Erik Baker
13269,172385,Sound,Sound Recordist,Brian Tarlecki
13274,36658,Directing,Director,Bryan Singer
13275,36658,Writing,Story,Bryan Singer
13278,36658,Camera,Director of Photography,Newton Thomas Sigel
13280,36658,Writing,Screenplay,Michael Dougherty
13283,36658,Art,Set Decoration,Elizabeth Wilcox
13284,36658,Art,Supervising Art Director,Geoff Hubbard
13290,36658,Crew,Choreographer,Terry Notary
13291,36658,Crew,Stunts,J.J. Makaro
13294,36658,Directing,Script Supervisor,Christine Wilson
13302,51497,Editing,Editor,Christian Wagner
13305,51497,Art,Art Direction,Andrew Neskoromny
13306,51497,Crew,Stunt Coordinator,Jack Gill
13310,51497,Art,Set Decoration,Bob Kensinger
13311,51497,Sound,ADR & Dubbing,Anna MacKenzie
13312,51497,Production,Producer,Vin Diesel
13313,51497,Art,Production Design,Peter Wenham
13316,51497,Production,Executive Producer,Amanda Lewis
13318,51497,Directing,Director,Justin Lin
13319,51497,Production,Executive Producer,Justin Lin
13320,51497,Camera,Director of Photography,Stephen F. Windon
13321,51497,Editing,Editor,Kelly Matsumoto
13332,51497,Sound,Foley,Gary A. Hecker
13333,51497,Camera,Camera Operator,Ken Fisher
13334,51497,Crew,Scenic Artist,Wilhem Perez
13337,51497,Art,Set Designer,Thomas Minton
13338,51497,Costume & Make-Up,Costume Supervisor,Nick Scarano
13345,51497,Sound,Sound Effects Editor,Jon Title
13346,51497,Sound,Music Editor,Joe Lisanti
13357,51497,Visual Effects,Visual Effects Supervisor,Angela Barson
13362,51497,Sound,Sound Re-Recording Mixer,Frank A. Montaño
13370,51497,Camera,Camera Operator,Patrick B. O'Brien
13373,51497,Sound,Foley,Katherine Rose
13377,51497,Costume & Make-Up,Hairstylist,Margarita Jeannot
13380,51497,Crew,Visual Effects Editor,Migs Rustia
13381,51497,Camera,Helicopter Camera,Steve Koster
13386,51497,Crew,Second Unit Cinematographer,Ronald Hersey
13390,51497,Visual Effects,Visual Effects Producer,Melinka Thompson-Godoy
13391,51497,Sound,Dolby Consultant,Thom 'Coach' Ehle
13394,51497,Art,Art Department Coordinator,Carla S. Nemec
13395,51497,Sound,Sound Designer,Stephen P. Robinson
13397,51497,Visual Effects,Visual Effects Producer,Pam Hammarlund
13399,51497,Crew,Visual Effects Editor,Scott Anderson
13400,51497,Costume & Make-Up,Hairstylist,Joani Yarbrough
13404,51497,Visual Effects,Visual Effects Supervisor,Adam Avitabile
13408,51497,Directing,Script Supervisor,Kate Eastridge
13410,51497,Costume & Make-Up,Hairstylist,Jo Jo Stephens
13411,51497,Costume & Make-Up,Hairstylist,Margarita Pidgeon
13412,51497,Costume & Make-Up,Makeup Artist,Sherri Zebeck
13413,51497,Art,Assistant Art Director,Mailara Santana
13414,51497,Art,Art Department Coordinator,Cedar Valentine
13415,51497,Art,Art Department Assistant,Jenn Moye
13416,51497,Art,Construction Coordinator,Dale DeStefani
13422,51497,Crew,CG Supervisor,Harry Mukhopadhyay
13423,51497,Visual Effects,Visual Effects Producer,Erin Ferguson
13424,51497,Crew,Visual Effects Editor,Christopher Johnston
13427,51497,Visual Effects,Visual Effects Supervisor,David Wallace Allen
13429,51497,Visual Effects,Visual Effects Supervisor,Guillaume Rocheron
13430,51497,Crew,Stunt Coordinator,Agnaldo Bueno
13434,51497,Lighting,Gaffer,Don Bixby
13435,51497,Lighting,Rigging Gaffer,Tom Fendley
13436,51497,Costume & Make-Up,Costume Supervisor,Nava R. Sadan
13437,51497,Costume & Make-Up,Set Costumer,Karola Hawk
13439,51497,Crew,Transportation Coordinator,Gustavo de Jesus
13440,51497,Directing,Script Supervisor,Florence Weyne Robert
13442,51497,Production,Location Manager,Philip Barnes
13445,58574,Directing,Director,Guy Ritchie
13446,58574,Production,Producer,Joel Silver
13448,58574,Camera,Director of Photography,Philippe Rousselot
13449,58574,Sound,Foley,Peter Burgis
13450,58574,Production,Producer,Lionel Wigram
13451,58574,Costume & Make-Up,Costume Design,Jenny Beavan
13453,58574,Art,Production Design,Sarah Greenwood
13462,58574,Sound,Orchestrator,Kevin Kaska
13466,58574,Art,Art Direction,James Foster
13467,58574,Production,Casting,Reg Poerscout-Edgerton
13468,58574,Art,Supervising Art Director,Niall Moroney
13469,58574,Art,Set Decoration,Alison Harvey
13471,58574,Crew,Special Effects Coordinator,Mark Holt
13472,58574,Crew,Stunts,Nina Armstrong
13480,18823,Production,Executive Producer,Lynn Harris
13481,18823,Crew,Special Effects,Neil Corbould
13489,18823,Directing,Director,Louis Leterrier
13492,18823,Editing,Editor,David Freeman
13494,18823,Production,Executive Producer,Thomas Tull
13495,18823,Production,Executive Producer,William Fay
13500,18823,Production,Producer,Basil Iwanyk
13504,18823,Writing,Screenplay,Travis Beacham
13509,18823,Camera,Steadicam Operator,George Richmond
13517,18823,Art,Greensman,Lawrie Ayres
13523,18823,Art,Greensman,Will Holden
13524,18823,Art,Construction Coordinator,Meike Maher
13526,18823,Art,Sculptor,Francis Poirier
13527,18823,Art,Greensman,Terry Royce
13528,18823,Art,Greensman,Keith Stevenson
13531,18823,Sound,Sound Effects Editor,Michael Fentum
13533,18823,Sound,Sound Effects Editor,Jed Loughran
13535,18823,Crew,Special Effects,Michael Dawson
13537,18823,Visual Effects,Visual Effects Supervisor,Hugh Macdonald
13539,18823,Sound,Music Editor,Christopher Benstead
13541,18823,Crew,Transportation Captain,Steven Brigden
13544,18823,Directing,Script Supervisor,Lisa Vick
13545,18823,Camera,Still Photographer,Jay Maidment
13557,18823,Directing,Script Supervisor,Laura Miles
13558,18823,Editing,Digital Intermediate,Todd Kleparski
13560,18823,Production,Location Manager,Jamie Lengyel
13562,18823,Costume & Make-Up,Makeup Artist,Joe Hopker
13563,18823,Costume & Make-Up,Hairstylist,Sarah Monzani
13564,18823,Costume & Make-Up,Makeup Artist,Sarah Monzani
13565,18823,Costume & Make-Up,Hairstylist,Maralyn Sherman
13568,18823,Costume & Make-Up,Makeup Artist,Julia Vernon
13570,18823,Costume & Make-Up,Makeup Artist,Zoe Brown
13574,18823,Costume & Make-Up,Wigmaker,Sarah Weatherburn
13581,18823,Crew,Animatronic and Prosthetic Effects,John Nolan
13582,18823,Visual Effects,Visual Effects Supervisor,Rob Harvey
13587,18823,Visual Effects,Visual Effects Producer,Nic Hatch
13589,18823,Camera,Camera Operator,Robert Binnall
13591,18823,Costume & Make-Up,Set Costumer,Karen Beale
13597,18823,Production,Location Manager,Phil Hounam
13601,861,Writing,Author,Philip K. Dick
13613,861,Directing,Director,Paul Verhoeven
13619,861,Production,Producer,Buzz Feitshans
13625,1911,Directing,Director,John McTiernan
13628,1911,Writing,Screenplay,William Wisher Jr.
13637,1911,Writing,Screenplay,Warren Lewis
13640,1911,Production,Co-Producer,Lou Arkoff
13648,49040,Crew,Stunt Coordinator,Dan Bradley
13651,49040,Sound,Sound Designer,Dino Dimuro
13655,49040,Writing,Screenplay,Tony Gilroy
13656,49040,Directing,Director,Tony Gilroy
13658,49040,Production,Executive Producer,Henry Morrison
13659,49040,Art,Production Design,Kevin Thompson
13660,49040,Art,Assistant Art Director,Hinju Kim
13663,49040,Crew,Dialect Coach,Susan Hegarty
13667,49040,Art,Art Direction,Charlie Campbell
13671,49040,Art,Art Direction,Stephen H. Carter
13672,49040,Lighting,Gaffer,Cory Geryak
13676,49040,Crew,Property Master,Wanjin Choi
13680,49040,Costume & Make-Up,Costume Supervisor,Jeffrey Fayle
13683,49040,Sound,Foley,Dan O'Connell
13685,49040,Visual Effects,Visual Effects Producer,Seth Kleinberg
13686,49040,Sound,Foley,John T. Cucci
13688,49040,Editing,Dialogue Editor,John C. Stuver
13691,49040,Sound,Sound Effects Editor,William R. Dean
13694,49040,Crew,Unit Publicist,Julie Kuehndorf
13711,49040,Crew,Post Production Supervisor,Jennifer Lane
13712,49040,Art,Assistant Art Director,Marion Kolsby
13713,49040,Crew,Scenic Artist,Doug Anderson
13714,49040,Crew,Scenic Artist,Yong Xi Chen
13715,49040,Crew,Scenic Artist,Christopher Hébel
13719,49040,Crew,Scenic Artist,Kosyo Minchev
13720,49040,Crew,Scenic Artist,Danh Nguyen
13725,49040,Sound,ADR & Dubbing,Chris Jargo
13727,49040,Crew,Visual Effects Editor,Abi Cadogan
13728,49040,Crew,Visual Effects Editor,Benjamin Chua
13735,49040,Camera,Camera Operator,Sean M. Harding
13738,49040,Lighting,Gaffer,Pepito Mirador Jr.
13740,49040,Crew,Transportation Coordinator,Cecile Vitan
13744,415,Sound,Sound Designer,Lance Brown
13748,415,Directing,Director,Joel Schumacher
13755,415,Art,Production Design,Barbara Ling
13756,415,Sound,Foley Editor,Bob Beher
13762,415,Costume & Make-Up,Makeup Department Head,Bill Corso
13763,415,Visual Effects,Visual Effects,John Dykstra
13777,415,Art,Painter,Andy Carter
13780,415,Production,Production Supervisor,Mitchell E. Dauterive
13782,415,Art,Sculptor,Matt Rose
13789,415,Crew,Visual Effects Editor,Miller Drake
13790,415,Art,Construction Coordinator,Greg John Callas
13793,415,Production,Location Manager,Laura Sode-Matteson
13794,415,Crew,Unit Publicist,Michael Singer
13799,415,Sound,Music Supervisor,Danny Bramson
13801,415,Writing,Storyboard,Timothy Burgard
13804,415,Crew,Utility Stunts,Gary Barnes
13811,415,Crew,Video Assist Operator,Martin Weight
13812,415,Crew,Stunts,Kevin Abercrombie
13814,415,Crew,Scenic Artist,Michael Denering
13819,415,Crew,Technical Supervisor,Philippe Gluckman
13822,415,Visual Effects,Visual Effects Producer,Tripp Hudson
13823,415,Lighting,Lighting Supervisor,Craig Ring
13824,415,Lighting,Lighting Technician,Billy Craft
13829,415,Art,Construction Foreman,Peter Alvarez
13837,415,Crew,Propmaker,Brook Mansbridge
13839,415,Crew,Software Engineer,Sosh Mirsepassi
13842,415,Editing,First Assistant Editor,Erin Michelle Hopkins
13843,415,Lighting,Best Boy Electric,Jan Gould
13844,415,Lighting,Electrician,Lowell Crisp
13845,415,Lighting,Rigging Grip,Jason Hicks
13847,415,Production,Production Accountant,Kimberly Jase
13848,415,Visual Effects,Digital Compositors,Michael Adkisson
13851,8871,Directing,Director,Ron Howard
13856,8871,Camera,Director of Photography,Donald Peterman
13857,8871,Writing,Screenplay,Jeffrey Price
13859,8871,Costume & Make-Up,Makeup Artist,Bill Corso
13861,8871,Costume & Make-Up,Makeup Artist,Ve Neill
13864,8871,Crew,Special Effects Coordinator,Allen Hall
13865,8871,Costume & Make-Up,Hairstylist,Nina Paskowitz
13870,435,Directing,Director,Roland Emmerich
13871,435,Production,Producer,Roland Emmerich
13875,435,Sound,Original Music Composer,Thomas Wanker
13877,435,Editing,Editor,David Brenner
13883,435,Sound,Music Editor,Emanuele Arnone
13890,435,Art,Art Direction,Michele Laliberte
13892,435,Art,Set Designer,Hugo Santiago
13894,435,Production,Executive Producer,Ute Emmerich
13896,435,Art,Production Design,Barry Chusid
13900,435,Sound,Conductor,Blake Neely
13902,435,Directing,First Assistant Director,Kim H. Winther
13903,435,Crew,Sound Recordist,Tim Gomillion
13904,435,Crew,Sound Recordist,Dennis Rogers
13905,435,Production,Co-Producer,Thomas M. Hammel
13909,435,Art,Art Direction,Tom Reta
13911,435,Art,Set Designer,Stephanie Gilliam
13913,435,Crew,Set Medic,Jean Marchand
13916,435,Costume & Make-Up,Makeup Artist,Sharon Ilson
13917,435,Crew,Driver,Chris Haynes
13919,435,Editing,Color Timer,Michael Eaves
13922,435,Sound,Foley,Glenn T. Morgan
13932,435,Visual Effects,Visual Effects Producer,Mike Chambers
13933,435,Camera,Still Photographer,Kerry Hayes
13935,435,Art,Set Designer,Steve Cooper
13936,435,Production,Casting,Randi Wells
13940,435,Sound,Musician,Maria Newman
13941,435,Costume & Make-Up,Makeup Artist,Elisabeth Fry
13947,435,Costume & Make-Up,Costume Coordinator,Lyse Pomerleau
13949,435,Art,Construction Coordinator,Bruce Di Valerio
13952,435,Crew,Transportation Coordinator,Daniel Matthews
13954,435,Sound,First Assistant Sound Editor,Victor Ray Ennis
13958,435,Art,Set Designer,Frédéric Amblard
13963,435,Art,Assistant Art Director,Camille Parent
13969,435,Visual Effects,Visual Effects Supervisor,Greg Anderson
13971,435,Visual Effects,Visual Effects Supervisor,Richard Britton
13975,435,Visual Effects,Visual Effects Supervisor,Jerry Spivack
13978,435,Visual Effects,Visual Effects Producer,Todd Isroelit
13981,435,Visual Effects,Visual Effects Producer,Casey Conroy
13985,435,Lighting,Gaffer,Logan Leabo
13986,435,Production,Local Casting,Cate Praggastis
13988,435,Costume & Make-Up,Set Costumer,Arlynn Abseck
13991,435,Production,Location Manager,Céline Daignault
13993,435,Camera,Camera Operator,Gary L. Camp
13994,435,Camera,Steadicam Operator,Gary L. Camp
13999,435,Camera,Steadicam Operator,Francois Archambault
14001,435,Costume & Make-Up,Key Makeup Artist,Kathryn Casault
14002,435,Crew,Makeup Effects,C.J. Goldman
14006,435,Art,Leadman,David M. Milstien
14008,435,Costume & Make-Up,Hairstylist,Sandy DeBlasio
14010,435,Crew,Makeup Effects,George Tucci
14014,435,Crew,CG Supervisor,Sean Andrew Faden
14023,435,Camera,Camera Operator,Bill O'Drobinak
14031,435,Writing,Storyboard,Timothy Burgard
14032,435,Production,Unit Production Manager,Joe Dishner
14037,435,Crew,Post Production Assistant,Jeff Schweikart
14038,435,Visual Effects,I/O Supervisor,Ryan Beadle
14041,435,Art,Art Department Assistant,Una Martin
14042,435,Art,Construction Foreman,Eric Lafrance
14045,435,Camera,First Assistant Camera,Michel Bernier
14056,435,Crew,Transportation Co-Captain,Spiro Tsovras
14057,435,Crew,Video Assist Operator,Julie Garceau
14059,435,Lighting,Lighting Artist,David B. Menkes
14060,435,Lighting,Lighting Technician,Stéphane Byl
14063,435,Production,Production Accountant,Manon Lapointe
14071,435,Visual Effects,Visual Effects Coordinator,Erica Headley
14072,435,Crew,Sequence Leads,Jason Iversen
14076,435,Production,Unit Manager,Paul Boutin
14081,435,Camera,Dolly Grip,Alain Masse
14083,435,Costume & Make-Up,Key Costumer,Valerie T. O'Brien
14089,435,Sound,Utility Sound,Schavaria Reeves
14090,435,Visual Effects,3D Animator,Jeremy F. Butler
14092,435,Visual Effects,Creature Technical Director,Vijay Myneni
14100,955,Writing,Story,Brannon Braga
14106,955,Art,Set Decoration,Kerrie Brown
14107,955,Art,Art Direction,Michelle McGahey
14109,955,Sound,Music Editor,Zigmund Gron
14110,955,Crew,Stunts,Ray Anthony
14113,955,Crew,Additional Music,Lalo Schifrin
14114,955,Directing,Director,John Woo
14120,955,Writing,Original Story,Bruce Geller
14122,955,Production,Casting,Gregory Apps
14128,955,Sound,Supervising Sound Editor,Mark P. Stoeckinger
14133,955,Lighting,Gaffer,John Rogers
14136,955,Production,Executive Producer,Paul Hitchcock
14137,955,Sound,Foley Editor,Scott Curtis
14138,955,Sound,Music Editor,Marc Streitenfeld
14140,955,Production,Unit Production Manager,Kevin De La Noy
14141,955,Art,Property Master,Elaine Kusmishko
14143,955,Editing,Dialogue Editor,John H. Arrufat
14146,955,Directing,Assistant Director,Arthur Anderson
14152,955,Production,Production Coordinator,Barrie Hemsley
14155,955,Visual Effects,Visual Effects Producer,Krystyna Demkowicz
14156,955,Crew,CG Supervisor,John 'D.J.' Des Jardin
14157,955,Camera,Aerial Director of Photography,Phil Pastuhov
14163,955,Lighting,Rigging Grip,John Copeman
14164,955,Sound,Sound Recordist,Craig Heath
14170,955,Art,Greensman,Jeff Brown
14174,955,Crew,Propmaker,Michael Crowe
14175,955,Costume & Make-Up,Set Costumer,Lisa Javelin
14177,955,Crew,Armorer,Gideon Marshall
14179,955,Sound,Assistant Sound Editor,Anne Couk
14180,955,Visual Effects,Special Effects Supervisor,David P. Kelsey
14192,955,Production,Production Accountant,Jim Davidson
14193,955,Costume & Make-Up,Costume Design,Timothy Everest
14195,955,Art,Art Department Coordinator,Ehren Koepf
14196,955,Art,Assistant Art Director,Clive Memmott
14200,955,Costume & Make-Up,Assistant Costume Designer,Brett Cooper
14209,955,Crew,Video Assist Operator,Daniel Mellitz
14215,955,Visual Effects,Digital Compositors,Mike Castillo
14217,955,Production,Unit Manager,Will Matthews
14218,2133,Sound,Original Music Composer,James Horner
14220,2133,Production,Casting,Janet Hirshenson
14221,2133,Editing,Editor,Richard Francis-Bruce
14222,2133,Directing,Director,Wolfgang Petersen
14224,2133,Art,Production Design,William Sandell
14226,2133,Art,Set Decoration,Ernie Bishop
14229,2133,Writing,Screenplay,William D. Wittliff
14232,2133,Art,Art Direction,Bruce Crone
14233,2133,Costume & Make-Up,Makeup Department Head,Susan A. Cabral
14236,1979,Production,Producer,Bernd Eichinger
14237,1979,Production,Producer,Ralph Winter
14239,1979,Production,Casting,Heike Brandstatter
14245,1979,Costume & Make-Up,Costume Design,Mary E. Vogt
14246,1979,Sound,Original Music Composer,John Ottman
14251,1979,Production,Executive Producer,Michael Barnathan
14253,1979,Directing,Director,Tim Story
14254,1979,Writing,Screenplay,Don Payne
14258,1979,Writing,Screenplay,Mark Frost
14261,1979,Writing,Story,John Turman
14262,1979,Art,Art Direction,Sandi Tanaka
14263,1979,Production,Co-Producer,Lee Cleary
14264,1979,Production,Associate Producer,Stewart Bethune
14265,1979,Production,Associate Producer,Allison Calleri
14266,87827,Production,Casting,Avy Kaufman
14267,87827,Art,Set Decoration,Anna Pinnock
14268,87827,Directing,Director,Ang Lee
14269,87827,Editing,Editor,Tim Squyres
14270,87827,Art,Production Design,David Gropman
14273,87827,Writing,Screenplay,David Magee
14274,87827,Production,Executive Producer,Dean Georgaris
14275,87827,Production,Producer,Gil Netter
14288,87827,Visual Effects,Animation,Rohit Kolhe
14291,87827,Art,Set Decoration,Terry Lewis
14296,1250,Production,Producer,Avi Arad
14297,1250,Sound,Original Music Composer,Christopher Young
14298,1250,Art,Art Direction,Peter Russell
14299,1250,Crew,Property Master,Lisa Brennan
14300,1250,Sound,Sound Designer,Dane A. Davis
14308,1250,Directing,Director,Mark Steven Johnson
14311,1250,Camera,Director of Photography,Russell Boyd
14312,1250,Art,Supervising Art Director,Richard Hobbs
14313,1250,Art,Set Decoration,Suza Maybury
14318,1250,Crew,Makeup Effects,Matt Corrigan
14320,1250,Crew,Scenic Artist,Peter Collias
14323,1250,Sound,Sound Effects Editor,Eric Lindemann
14326,1250,Sound,Sound Effects Editor,Greg Hedgepath
14331,1250,Costume & Make-Up,Hairstylist,Kate Birch
14332,1250,Editing,Dialogue Editor,Stephanie Flack
14333,1250,Art,Conceptual Design,Miles Teves
14335,1250,Art,Set Designer,Jenny Hitchcock
14336,1250,Crew,Makeup Effects,Katherine Brown
14338,1250,Sound,ADR & Dubbing,Bobbi Banks
14339,1250,Crew,Makeup Effects,Dave Elsey
14347,1250,Art,Construction Coordinator,Marcus Smith
14349,1250,Sound,Sound Effects Editor,Simon Coke
14355,324668,Art,Supervising Art Director,Mark Scruton
14356,324668,Art,Art Direction,Cornelia Ott
14362,324668,Directing,Director,Paul Greengrass
14366,324668,Editing,Editor,Christopher Rouse
14367,324668,Production,Executive Producer,Christopher Rouse
14372,324668,Art,Art Direction,Caty Maxey
14373,324668,Sound,Original Music Composer,David Buckley
14379,324668,Crew,Armorer,Simon Atherton
14380,324668,Camera,Still Photographer,Melinda Sue Gordon
