,id,vote_average,vote_count
1042,4256,5.8,912.0
1043,1493,6.1,961.0
1044,88751,5.8,1309.0
1045,11130,6.0,697.0
1046,9944,6.3,371.0
1047,10731,6.4,278.0
1048,7350,7.0,1111.0
1049,9869,6.3,433.0
1050,4379,5.6,406.0
1051,146233,7.9,3085.0
1052,2034,7.3,1634.0
1053,926,6.9,710.0
1054,4248,5.4,982.0
1055,64328,6.5,501.0
1056,36647,6.5,1905.0
1057,7214,7.3,496.0
1058,1537,5.9,299.0
1059,9360,4.7,610.0
1060,6282,5.8,575.0
1061,508,7.0,1869.0
1062,9487,6.8,2303.0
1063,768,6.6,741.0
1064,2636,5.5,313.0
1065,10478,5.9,150.0
1066,27983,6.2,26.0
1067,9981,5.6,176.0
1068,7453,6.6,1315.0
1069,15045,4.3,69.0
1070,7737,6.1,1292.0
1071,232672,6.6,1006.0
1072,17379,6.4,119.0
1073,8987,6.1,210.0
1074,11359,5.9,134.0
1075,82525,6.2,766.0
1076,9759,6.1,537.0
1077,9486,6.0,852.0
1078,9906,5.5,366.0
1079,841,6.5,562.0
1080,4688,7.1,410.0
1081,4148,6.7,796.0
1082,2207,6.2,661.0
1083,9381,5.4,676.0
1084,9625,4.7,100.0
1085,9304,5.5,154.0
1086,20856,5.3,244.0
1087,5955,6.5,215.0
1088,9899,6.1,151.0
1089,9826,4.7,136.0
1090,21355,5.8,60.0
1091,10858,7.1,71.0
1092,11439,6.7,670.0
1093,9457,6.0,154.0
1094,12412,6.3,90.0
1095,1494,6.6,203.0
1096,13184,5.0,332.0
1097,2185,6.3,80.0
1098,6639,6.4,81.0
1099,38153,4.0,11.0
1100,58233,6.0,1007.0
1101,116977,2.3,28.0
1102,68734,7.1,3423.0
1103,5503,7.2,1220.0
1104,27573,5.5,858.0
1105,819,7.3,715.0
1106,1369,6.3,864.0
1107,9623,5.5,89.0
1108,10895,6.9,1355.0
1109,10935,6.4,55.0
1110,834,6.4,1528.0
1111,228066,5.6,685.0
1112,711,7.0,302.0
1113,10468,6.0,208.0
1114,10027,6.6,518.0
1115,11812,5.3,280.0
1116,37233,6.6,501.0
1117,37950,6.8,566.0
1118,27582,6.3,1045.0
1119,64688,6.7,4074.0
1120,509,7.0,1262.0
1121,7443,6.5,1150.0
1122,5966,5.8,773.0
1123,11066,5.4,134.0
1124,136795,6.5,1575.0
1125,8095,6.7,146.0
1126,87826,6.0,593.0
1127,11560,6.1,184.0
1128,25189,6.5,47.0
1129,2637,6.1,305.0
1130,18480,5.4,518.0
1131,709,5.9,541.0
1132,49730,5.6,922.0
1133,2749,5.7,191.0
1134,9607,4.0,232.0
1135,1830,7.0,1335.0
1136,79,7.2,635.0
1137,54054,5.3,388.0
1138,228967,6.1,2304.0
1139,46528,6.3,136.0
1140,27936,6.8,148.0
1141,65,6.8,1626.0
1142,280391,5.3,125.0
1143,9476,6.6,907.0
1144,10610,5.3,281.0
1145,745,7.7,3147.0
1146,49527,6.2,925.0
1147,73937,5.6,248.0
1148,1885,6.9,891.0
1149,168672,6.8,2807.0
1150,18240,6.7,1804.0
1151,10398,6.2,278.0
1152,165,7.4,3829.0
1153,240832,6.3,5878.0
1154,216015,5.2,3254.0
1155,12279,4.7,511.0
1156,1645,7.0,509.0
1157,11007,6.0,699.0
1158,193756,7.4,1526.0
1159,11287,6.7,354.0
1160,259693,7.0,1949.0
1161,37799,7.1,3391.0
1162,10184,6.2,959.0
1163,4257,5.3,750.0
1164,4234,5.7,736.0
1165,196,7.1,2900.0
1166,257091,5.9,944.0
1167,6114,7.1,1056.0
1168,24803,6.6,560.0
1169,109410,6.8,787.0
1170,1213,7.0,767.0
1171,100042,5.4,1127.0
1172,9036,6.7,542.0
1173,257211,7.1,1881.0
1174,323675,6.1,555.0
1175,9361,7.1,732.0
1176,1677,7.2,467.0
1177,187,7.2,2691.0
1178,7461,6.2,716.0
1179,16538,6.5,515.0
1180,9889,5.7,731.0
1181,820,7.5,502.0
1182,11565,5.4,371.0
1183,6073,5.8,441.0
1184,16996,6.1,1350.0
1185,193610,6.2,1437.0
1186,19912,5.4,831.0
1187,296098,7.2,2583.0
1188,8007,6.0,457.0
1189,32823,5.9,612.0
1190,4380,5.9,297.0
1191,11551,6.2,511.0
1192,10336,5.0,336.0
1193,11362,7.3,453.0
1194,50348,7.0,902.0
1195,48138,6.5,1265.0
1196,1124,8.0,4391.0
1197,227159,6.1,1536.0
1198,68179,5.7,332.0
1199,1579,7.3,1221.0
1200,708,6.2,440.0
1201,34851,6.0,1206.0
1202,9930,5.8,51.0
1203,1586,6.4,972.0
1204,2044,6.5,670.0
1205,9913,6.4,573.0
1206,71864,6.5,386.0
1207,10761,6.0,394.0
1208,209451,6.8,255.0
1209,11975,6.7,235.0
1210,4970,5.8,629.0
1211,11831,6.8,316.0
1212,9096,5.8,114.0
1213,440,4.9,740.0
1214,11011,5.4,415.0
1215,10641,5.7,135.0
1216,11172,6.2,554.0
1217,39513,6.5,1789.0
1218,82687,5.4,284.0
1219,41446,6.1,902.0
1220,8224,6.1,474.0
1221,10537,6.7,275.0
1222,225886,5.3,1695.0
1223,10385,5.0,40.0
1224,55779,5.9,866.0
1225,10154,5.3,140.0
1226,10647,7.0,432.0
1227,11431,5.9,182.0
1228,8457,5.5,275.0
1229,188161,5.8,1468.0
1230,8850,5.4,138.0
1231,64685,6.9,708.0
1232,38357,6.1,412.0
1233,10060,6.3,186.0
1234,11398,5.6,135.0
1235,1833,6.7,155.0
1236,10391,4.9,71.0
1237,8970,5.0,45.0
1238,9306,4.6,147.0
1239,11370,5.2,56.0
1240,12184,6.4,477.0
1241,1921,6.4,278.0
1242,1683,5.4,205.0
1243,203,7.2,345.0
1244,11858,5.9,81.0
1245,62835,6.5,824.0
1246,18937,6.9,190.0
1247,13536,5.7,92.0
1248,15556,5.9,48.0
1249,10718,4.7,119.0
1250,11062,6.0,67.0
1251,10802,4.9,256.0
1252,1887,6.5,642.0
1253,6071,5.7,81.0
1254,10461,4.8,145.0
1255,80278,7.0,2025.0
1256,12704,4.2,28.0
1257,10315,7.5,1176.0
1258,16643,5.7,124.0
1259,2687,5.7,125.0
1260,194,7.8,3310.0
1261,11025,5.5,185.0
1262,8849,5.6,248.0
1263,78698,6.6,152.0
1264,30943,5.9,54.0
1265,9544,3.2,105.0
1266,24418,5.5,348.0
1267,7288,5.9,482.0
1268,14655,6.3,47.0
1269,24575,5.2,21.0
1270,10366,4.2,135.0
1271,19898,6.5,774.0
1272,4965,6.1,135.0
1273,15074,5.0,28.0
1274,56715,4.8,171.0
1275,1272,7.0,1182.0
1276,72358,6.0,373.0
1277,20542,5.4,15.0
1278,266396,5.5,392.0
1279,9978,5.1,213.0
1280,8271,6.6,1006.0
1281,10428,6.2,398.0
1282,5353,6.6,96.0
1283,11934,7.1,275.0
1284,14392,6.3,83.0
1285,19495,4.3,17.0
1286,110415,6.7,2854.0
1287,77459,6.5,313.0
1288,26486,5.9,15.0
1289,9495,7.3,953.0
1290,256040,7.5,135.0
1291,24420,6.7,798.0
1292,1257,5.8,191.0
1293,62214,6.6,932.0
1294,16320,7.4,1264.0
1295,8842,4.5,32.0
1296,9531,5.3,490.0
1297,64807,6.0,433.0
1298,12289,7.1,205.0
1299,11529,6.0,394.0
1300,20943,6.4,972.0
1301,9099,5.5,94.0
1302,9488,5.3,521.0
1303,193,6.4,452.0
1304,44865,6.3,273.0
1305,55787,6.7,850.0
1306,257932,6.8,19.0
1307,10400,7.2,396.0
1308,1957,6.2,264.0
1309,10833,5.7,254.0
1310,256961,5.0,567.0
1311,5852,5.6,88.0
1312,12312,5.5,40.0
1313,622,6.3,756.0
1314,11306,5.7,80.0
1315,12508,6.0,190.0
1316,25793,6.9,417.0
1317,10534,6.3,86.0
1318,1091,7.8,1588.0
1319,87421,6.2,2035.0
1320,10871,5.8,52.0
1321,13503,5.4,19.0
1322,13600,6.2,605.0
1323,68722,7.0,701.0
1324,14324,4.3,75.0
1325,14325,7.1,71.0
1326,299687,5.6,1945.0
1327,312221,7.3,1915.0
1328,23168,7.0,1468.0
1329,76494,5.8,594.0
1330,4944,6.5,1222.0
1331,10488,5.6,330.0
1332,96721,7.7,2277.0
1333,334,7.5,825.0
1334,23742,5.3,511.0
1335,259694,5.9,1201.0
1336,62837,6.7,163.0
1337,8966,5.8,3561.0
1338,8470,7.0,594.0
1339,11001,6.1,352.0
1340,138832,6.8,2972.0
1341,16911,5.3,23.0
1342,2163,6.6,198.0
1343,36670,5.8,338.0
1344,23048,6.0,894.0
1345,227735,6.7,96.0
1346,2155,5.4,173.0
1347,8409,5.8,258.0
1348,222936,5.2,692.0
1349,31908,6.2,40.0
1350,10219,6.3,32.0
1351,48171,5.8,556.0
1352,782,7.5,1808.0
1353,75531,4.6,14.0
1354,11802,5.2,99.0
1355,9776,5.3,71.0
1356,18785,7.2,6173.0
1357,365222,6.5,379.0
1358,817,6.2,1011.0
1359,268,7.0,2096.0
1360,45054,5.9,27.0
1361,943,6.4,811.0
1362,22881,7.2,1597.0
1363,10054,5.5,867.0
1364,51540,6.5,2277.0
1365,44264,7.2,1668.0
1366,350,7.0,3088.0
1367,152,6.2,530.0
1368,109431,5.6,1645.0
1369,1598,7.0,675.0
1370,8065,6.5,1375.0
1371,271718,5.9,1181.0
1372,11638,5.5,225.0
1373,409,7.0,542.0
1374,2118,7.7,1310.0
1375,11459,5.8,550.0
1376,10806,6.3,177.0
1377,9348,5.5,453.0
1378,377,7.2,1180.0
1379,8843,6.0,436.0
1380,9313,6.3,1018.0
1381,39486,6.8,103.0
1382,1273,6.0,345.0
1383,13920,6.8,141.0
1384,50544,6.5,2237.0
1385,325133,5.6,1462.0
1386,140823,7.3,1226.0
1387,1883,7.2,370.0
1388,89492,5.6,896.0
1389,22949,5.2,210.0
1390,12437,6.2,1428.0
1391,2959,5.2,253.0
1392,9957,5.2,242.0
1393,11648,5.8,140.0
1394,9366,7.4,1147.0
1395,1576,6.4,2065.0
1396,609,7.0,794.0
1397,5516,6.0,415.0
1398,13051,5.2,613.0
1399,49530,6.7,3417.0
1400,34806,5.7,458.0
1401,49022,5.9,296.0
1402,11469,5.1,287.0
1403,23479,6.9,97.0
1404,11667,4.1,325.0
1405,423,8.0,1864.0
1406,2447,6.4,35.0
1407,10066,5.5,677.0
1408,2288,6.7,811.0
1409,88794,6.0,741.0
1410,13515,6.0,485.0
1411,11979,5.4,239.0
1412,169,5.9,730.0
1413,8090,5.9,238.0
1414,11622,6.3,245.0
1415,3604,6.1,233.0
1416,9541,5.8,325.0
1417,94348,5.1,300.0
1418,8197,6.3,157.0
1419,336004,5.6,318.0
1420,35019,6.0,436.0
1421,10410,6.1,81.0
1422,8836,5.5,523.0
1423,14442,5.9,437.0
1424,321741,7.0,823.0
1425,59965,5.6,961.0
1426,14175,5.2,235.0
1427,11004,6.9,161.0
1428,11918,4.9,379.0
1429,98357,5.7,593.0
1430,10012,5.1,167.0
1431,49526,6.2,832.0
1432,268920,5.4,647.0
1433,9093,6.5,159.0
1434,119283,5.7,1455.0
1435,11823,6.0,293.0
1436,35169,4.6,149.0
1437,118957,5.3,191.0
1438,849,5.8,129.0
1439,4515,6.0,216.0
1440,18886,5.7,31.0
1441,6575,6.6,212.0
1442,6440,6.4,108.0
1443,13496,5.7,55.0
1444,18320,7.0,322.0
1445,22787,5.3,220.0
1446,8967,6.5,987.0
1447,37498,4.7,64.0
1448,144336,5.5,555.0
1449,9616,4.8,91.0
1450,13056,5.6,294.0
1451,14113,4.9,135.0
1452,285783,6.9,1121.0
1453,49478,4.7,9.0
1454,9726,6.5,357.0
1455,20763,6.6,53.0
1456,9702,7.7,115.0
1457,9311,6.6,60.0
1458,9280,6.2,142.0
1459,26843,7.4,34.0
1460,11876,6.7,25.0
1461,22267,6.6,49.0
1462,45958,7.0,291.0
1463,1969,5.8,307.0
1464,310706,0.0,
1465,198663,7.0,5371.0
1466,239573,5.0,320.0
1467,10436,7.0,169.0
1468,1381,6.8,827.0
1469,2162,5.3,29.0
1470,127493,5.1,344.0
1471,12429,7.5,926.0
1472,228205,7.3,1064.0
1473,2900,5.4,254.0
1474,21311,5.3,18.0
1475,77875,5.4,240.0
1476,192136,6.5,224.0
1477,18254,7.1,67.0
1478,881,7.1,877.0
1479,10877,5.3,110.0
1480,9600,5.6,506.0
1481,202575,6.3,121.0
1482,71469,4.8,469.0
1483,85446,6.7,663.0
1484,326,5.1,497.0
1485,10685,4.9,110.0
1486,7220,6.1,766.0
1487,9763,6.6,238.0
1488,72387,6.3,799.0
1489,12596,5.7,116.0
1490,1892,7.9,4665.0
1491,13460,5.8,363.0
1492,8055,7.2,813.0
1493,50647,5.3,394.0
1494,10719,6.4,987.0
1495,9294,6.2,323.0
1496,11888,5.3,185.0
1497,9647,6.7,390.0
1498,9353,5.6,359.0
1499,55721,6.5,1661.0
1500,109414,6.3,2359.0
1501,10307,6.0,242.0
1502,11978,7.0,544.0
1503,22907,6.0,394.0
1504,87567,5.7,414.0
1505,38322,5.3,313.0
1506,45612,7.1,2699.0
1507,7305,6.7,374.0
1508,3594,6.3,1018.0
1509,157841,6.7,232.0
1510,11519,5.6,143.0
1511,12920,6.3,67.0
1512,59,6.9,832.0
1513,9335,6.2,1061.0
1514,12106,6.3,427.0
1515,11141,5.6,104.0
1516,8649,6.6,225.0
1517,31867,6.2,620.0
1518,10253,4.0,104.0
1519,3587,5.4,44.0
1520,124459,5.3,724.0
1521,24662,7.1,24.0
1522,32274,7.2,18.0
1523,182,5.9,86.0
1524,5494,5.0,13.0
1525,28,8.0,2055.0
1526,38073,6.0,262.0
1527,2054,6.9,113.0
1528,302156,5.7,557.0
1529,606,7.0,279.0
1530,87502,6.5,2415.0
1531,698,5.9,541.0
1532,120467,8.0,4519.0
1533,11313,6.4,131.0
1534,6488,6.2,433.0
1535,10559,7.0,462.0
1536,296099,6.2,1195.0
1537,8012,6.4,302.0
1538,1574,6.9,677.0
1539,9032,6.1,875.0
1540,2770,6.0,1344.0
1541,862,7.7,5269.0
1542,1637,6.8,1783.0
1543,72570,7.0,1293.0
1544,27569,6.0,89.0
1545,10637,7.4,821.0
1546,1669,7.2,957.0
1547,132363,7.2,1101.0
1548,9472,6.2,981.0
1549,2907,6.7,848.0
1550,9273,6.1,1099.0
1551,9880,6.5,1023.0
1552,2925,6.5,166.0
1553,807,8.1,5765.0
1554,17654,7.3,3382.0
1555,11836,6.7,574.0
1556,322,7.6,1422.0
1557,70,7.7,2439.0
1558,9535,6.4,503.0
1559,11036,7.7,3067.0
1560,6557,6.1,978.0
1561,18126,6.0,449.0
1562,16340,6.0,100.0
1563,10333,5.9,56.0
1564,4476,7.2,619.0
1565,22947,6.7,1205.0
1566,2755,6.7,362.0
1567,82654,6.4,2652.0
1568,59967,6.6,4697.0
1569,16300,4.9,95.0
1570,9598,6.0,733.0
1571,82696,5.8,284.0
1572,9870,6.4,1172.0
1573,8292,6.7,607.0
1574,8780,5.8,205.0
1575,9715,5.8,81.0
1576,10521,5.9,856.0
1577,10762,5.3,214.0
1578,10096,6.3,1204.0
1579,59436,7.4,1990.0
1580,227783,5.5,319.0
1581,4133,7.4,1317.0
1582,10207,5.8,196.0
1583,172,5.6,376.0
1584,21972,5.7,100.0
1585,36593,6.3,521.0
1586,707,6.0,506.0
1587,533,6.8,643.0
1588,6023,6.9,977.0
1589,6439,5.1,123.0
1590,4347,7.4,1049.0
1591,37056,6.6,796.0
1592,4105,6.2,243.0
1593,76489,4.9,140.0
1594,3933,7.2,1894.0
1595,9918,7.2,144.0
1596,273481,7.2,2416.0
1597,307081,7.3,2067.0
1598,16871,6.2,966.0
1599,293863,7.4,1990.0
1600,13156,6.9,260.0
1601,41233,6.6,582.0
1602,9266,5.6,159.0
1603,1262,7.1,721.0
1604,4513,6.2,767.0
1605,22970,6.5,2263.0
1606,7278,3.7,359.0
1607,9013,7.2,238.0
1608,865,6.4,703.0
1609,10776,6.6,384.0
1610,50456,6.5,1263.0
1611,9823,3.8,221.0
1612,59861,5.7,359.0
1613,133805,5.8,1463.0
1614,12763,6.6,162.0
1615,9766,6.5,206.0
1616,14034,5.1,66.0
1617,12244,6.6,1262.0
1618,109421,6.4,1323.0
1619,11137,5.9,278.0
1620,51162,6.8,258.0
1621,10152,4.1,210.0
1622,9452,6.3,66.0
1623,239566,6.4,158.0
1624,53113,6.2,27.0
1625,9271,5.4,163.0
1626,4474,4.8,442.0
1627,184346,5.9,690.0
1628,48340,5.8,339.0
1629,14846,5.2,112.0
1630,72207,5.7,457.0
1631,16232,5.0,66.0
1632,43539,6.9,905.0
1633,9920,4.8,458.0
1634,8978,6.0,311.0
1635,11702,6.0,127.0
1636,18550,5.2,47.0
1637,8869,5.4,295.0
1638,43347,6.6,1233.0
1639,3489,5.7,313.0
1640,9701,6.8,125.0
1641,2122,5.5,278.0
1642,37707,5.5,671.0
1643,10658,5.1,221.0
1644,13150,6.3,240.0
1645,9042,5.1,202.0
1646,17813,5.0,68.0
1647,11208,6.7,157.0
1648,58151,6.0,603.0
1649,11400,6.4,330.0
1650,10350,4.0,72.0
1651,28902,5.4,44.0
1652,14164,2.9,462.0
1653,76640,5.7,1266.0
1654,11058,4.7,114.0
1655,14844,6.1,152.0
1656,57089,4.8,131.0
1657,1947,6.7,161.0
1658,8054,6.3,869.0
1659,46829,7.2,129.0
1660,146238,5.5,543.0
1661,9989,5.8,153.0
1662,9665,7.4,383.0
1663,311,8.2,1069.0
1664,102362,5.9,638.0
1665,11162,6.7,144.0
1666,6016,6.0,31.0
1667,17186,5.4,29.0
1668,13967,6.3,141.0
1669,2008,5.0,29.0
1670,9053,5.0,205.0
1671,4512,7.0,776.0
1672,76349,5.0,41.0
1673,31203,5.9,306.0
1674,265208,5.4,656.0
1675,45610,6.4,286.0
1676,50135,5.5,90.0
1677,1874,7.0,38.0
1678,271331,3.0,16.0
1679,215211,5.8,195.0
1680,367961,6.4,7.0
1681,10955,6.6,69.0
1682,223702,5.6,2238.0
1683,254470,6.8,1940.0
1684,69,7.3,718.0
1685,4967,5.9,159.0
1686,9449,5.8,135.0
1687,11499,7.2,328.0
1688,4912,6.6,275.0
1689,12771,5.0,85.0
1690,323676,5.5,431.0
1691,12506,6.9,51.0
1692,24071,6.3,26.0
1693,11249,4.9,287.0
1694,9667,6.8,455.0
1695,812,7.4,3416.0
1696,277216,7.7,1355.0
1697,87,7.1,2781.0
1698,14444,5.7,147.0
1699,2043,6.1,400.0
1700,315664,6.6,392.0
1701,1428,6.2,594.0
1702,562,7.5,3948.0
1703,15373,6.4,564.0
1704,318846,7.3,2607.0
1705,26320,6.2,127.0
1706,14292,7.0,159.0
1707,924,6.8,1016.0
1708,2018,5.5,427.0
1709,192577,6.5,356.0
1710,9428,7.4,1286.0
1711,2832,7.1,1061.0
1712,137093,6.4,799.0
1713,699,6.3,490.0
1714,9778,6.6,521.0
1715,8831,5.5,282.0
1716,9398,6.1,1337.0
1717,112949,6.9,823.0
1718,10439,6.4,471.0
1719,3638,6.1,327.0
1720,23483,7.1,4645.0
1721,62206,5.6,531.0
1722,10577,4.6,148.0
1723,218778,6.1,493.0
1724,4348,7.7,1358.0
1725,78,7.9,3509.0
1726,11780,6.5,148.0
1727,192102,6.0,883.0
1728,2001,6.5,323.0
1729,10383,4.5,38.0
1730,11516,7.0,49.0
1731,10025,5.8,491.0
1732,15198,6.0,69.0
1733,23172,5.5,345.0
1734,17834,5.5,46.0
1735,10016,4.8,296.0
1736,10317,5.8,195.0
1737,58431,5.5,640.0
1738,9746,6.8,91.0
1739,13092,6.2,244.0
1740,59859,6.3,2224.0
1741,13495,5.6,61.0
1742,254473,5.7,615.0
1743,700,6.2,527.0
1744,4964,6.2,1214.0
1745,10024,7.1,598.0
1746,13490,5.7,57.0
1747,15927,6.9,67.0
1748,1259,6.9,235.0
1749,5125,6.2,205.0
1750,174,6.7,413.0
1751,9583,5.6,65.0
1752,9437,6.2,345.0
1753,525,7.5,1065.0
1754,10188,6.0,238.0
1755,63574,6.7,33.0
1756,245,6.6,607.0
1757,9825,5.5,247.0
1758,186,7.4,1323.0
1759,9549,7.3,235.0
1760,61891,6.3,288.0
1761,34584,7.0,1002.0
1762,2666,7.2,828.0
1763,12783,6.7,396.0
1764,13155,6.7,120.0
1765,42807,5.9,44.0
1766,28355,6.1,563.0
1767,8080,5.5,98.0
1768,5126,6.8,79.0
1769,56288,4.4,222.0
1770,303858,6.5,1068.0
1771,1613,5.9,173.0
1772,31582,5.9,56.0
1773,16617,6.3,333.0
1774,8944,5.2,127.0
1775,41488,5.9,23.0
1776,37028,6.9,6.0
1777,14560,5.2,788.0
1778,10330,6.0,879.0
1779,6957,6.2,1983.0
1780,1934,6.8,796.0
1781,169917,6.2,1131.0
1782,951,5.8,628.0
1783,10189,6.6,1148.0
1784,9454,6.8,399.0
1785,2055,7.0,262.0
1786,1551,6.3,404.0
1787,5902,6.9,207.0
1788,11460,6.2,455.0
1789,9358,5.9,1023.0
1790,134,7.3,1112.0
1791,22894,5.2,629.0
1792,134374,6.1,1573.0
1793,1901,5.9,194.0
1794,15028,4.9,89.0
1795,11509,7.1,146.0
1796,7445,6.8,633.0
1797,17047,5.2,144.0
1798,62838,5.7,718.0
1799,2057,5.8,198.0
1800,70436,6.1,426.0
1801,16784,4.8,54.0
1802,8011,4.5,110.0
1803,31640,5.5,34.0
1804,9092,6.0,62.0
1805,2779,6.5,165.0
1806,316002,3.9,95.0
1807,36355,5.3,84.0
1808,238615,6.3,1091.0
1809,1985,6.8,417.0
1810,615,6.9,864.0
1811,788,7.0,1591.0
1812,380,7.6,1709.0
1813,13223,7.8,3086.0
1814,10523,6.1,143.0
1815,8681,7.2,4369.0
1816,239571,7.2,765.0
1817,619,6.1,661.0
1818,424,8.3,4329.0
1819,50014,7.8,1910.0
1820,162903,5.7,364.0
1821,11024,5.4,500.0
1822,208763,4.9,71.0
1823,6466,5.8,594.0
1824,254024,4.7,64.0
1825,12589,5.6,231.0
1826,7191,6.4,2251.0
1827,1497,5.8,286.0
1828,117,7.6,1384.0
1829,6977,7.7,3003.0
1830,168530,6.1,853.0
1831,634,6.5,1356.0
1832,392,6.8,951.0
1833,10327,5.1,377.0
1834,88042,5.7,210.0
1835,41630,6.1,1331.0
1836,11969,7.4,626.0
1837,2085,6.0,330.0
1838,794,7.2,476.0
1839,9286,5.8,974.0
1840,77877,6.8,946.0
1841,1265,7.0,1113.0
1842,866,7.2,1223.0
1843,175555,7.0,35.0
1844,75174,6.4,1451.0
1845,11096,6.1,440.0
1846,8699,6.7,1493.0
1847,769,8.2,3128.0
1848,10923,5.0,284.0
1849,11283,6.4,711.0
1850,111,8.0,2948.0
1851,11676,6.3,174.0
1852,746,7.4,355.0
1853,77866,6.1,770.0
1854,9416,5.9,87.0
1855,7345,7.9,1537.0
1856,14317,5.8,44.0
1857,20694,5.6,61.0
1858,12277,5.5,112.0
1859,9779,6.3,386.0
1860,2140,6.4,298.0
1861,12620,5.6,529.0
1862,14177,5.4,115.0
1863,198185,6.6,259.0
1864,227156,6.4,1798.0
1865,10735,5.8,368.0
1866,11351,5.5,299.0
1867,10030,5.5,444.0
1868,10623,5.8,236.0
1869,590,7.0,451.0
1870,9655,6.4,671.0
1871,1268,6.1,663.0
1872,11237,4.9,199.0
1873,190955,6.0,171.0
1874,5123,7.1,797.0
1875,4518,7.1,334.0
1876,11932,5.5,350.0
1877,11165,6.9,147.0
1878,6116,4.7,123.0
1879,57431,5.4,325.0
1880,21724,4.7,71.0
1881,278,8.5,8205.0
1882,9290,4.7,146.0
1883,11543,6.7,244.0
1884,284536,5.7,543.0
1885,152737,6.9,483.0
1886,13374,5.9,185.0
1887,8976,6.5,318.0
1888,319888,7.2,661.0
1889,9469,6.7,134.0
1890,1909,6.2,183.0
1891,22971,6.6,1262.0
1892,34813,6.2,515.0
1893,46261,5.4,341.0
1894,10431,6.0,414.0
1895,8051,6.9,530.0
1896,9352,6.5,656.0
1897,10167,4.6,82.0
1898,18147,5.4,66.0
1899,17170,4.7,28.0
1900,18975,5.0,54.0
1901,15487,6.9,110.0
1902,22825,5.4,597.0
1903,11152,5.6,265.0
1904,1831,4.3,29.0
1905,43931,5.2,147.0
1906,10591,6.3,824.0
1907,10861,5.2,101.0
1908,12770,4.4,46.0
1909,276907,6.7,973.0
1910,10074,6.3,313.0
1911,65055,4.9,132.0
1912,10397,7.0,59.0
1913,200505,6.5,304.0
1914,11954,6.2,135.0
1915,60309,6.2,137.0
1916,9787,7.0,210.0
1917,293646,6.0,378.0
1918,6978,7.1,705.0
1919,133698,5.6,194.0
1920,59440,7.7,1272.0
1921,1770,6.7,97.0
1922,10655,6.6,90.0
1923,8988,6.1,82.0
1924,15992,4.6,45.0
1925,17707,6.2,111.0
1926,77883,5.8,498.0
1927,40001,5.3,25.0
1928,64639,5.5,144.0
1929,9903,6.4,60.0
1930,21338,5.7,34.0
1931,20766,6.8,1087.0
1932,24264,5.0,22.0
1933,19803,5.5,28.0
1934,20309,4.8,47.0
1935,9912,7.3,166.0
1936,9067,5.5,138.0
1937,27360,5.1,14.0
1938,8338,6.4,387.0
1939,168705,3.5,118.0
1940,72113,7.0,738.0
1941,9729,5.9,66.0
1942,94352,6.1,58.0
1943,22256,6.2,19.0
1944,12404,6.6,49.0
1945,152742,7.7,704.0
1946,11699,6.0,326.0
1947,49953,5.6,151.0
1948,48034,7.1,380.0
1949,39845,6.0,21.0
1950,25353,3.8,7.0
1951,36696,6.3,10.0
1952,109091,5.0,712.0
1953,38543,6.2,227.0
1954,33157,7.0,31.0
1955,290864,6.5,114.0
1956,242166,4.1,26.0
1957,859,7.0,257.0
1958,83770,5.5,301.0
1959,168,6.9,477.0
1960,1246,6.5,835.0
1961,4233,6.1,840.0
1962,174751,5.4,285.0
1963,184098,6.4,225.0
1964,2069,6.2,531.0
1965,1788,6.4,505.0
1966,11635,6.6,541.0
1967,177,7.2,341.0
1968,3600,5.1,374.0
1969,2621,6.1,67.0
1970,10358,6.1,721.0
1971,10480,5.9,111.0
1972,10313,5.9,742.0
1973,18828,5.5,24.0
1974,3558,7.6,721.0
1975,13476,5.5,160.0
1976,10208,5.8,92.0
1977,24961,5.9,58.0
1978,20697,4.7,49.0
1979,20761,5.7,53.0
1980,70868,5.0,141.0
1981,43593,5.3,581.0
1982,6478,6.5,55.0
1983,40688,4.1,19.0
1984,26672,6.8,26.0
1985,45881,5.4,15.0
1986,41283,6.1,568.0
1987,4935,8.2,1991.0
1988,19908,7.2,3550.0
1989,10663,5.9,512.0
1990,1891,8.2,5879.0
1991,9737,6.5,1699.0
1992,37137,6.6,546.0
1993,9532,6.4,1378.0
1994,10316,6.5,910.0
1995,2787,6.7,1789.0
1996,12658,6.0,118.0
1997,152601,7.9,4097.0
1998,10866,6.3,325.0
1999,227707,5.1,73.0
2000,21349,5.9,66.0
2001,19150,6.4,11.0
2002,70435,5.6,505.0
2003,580,3.5,224.0
2004,9819,6.6,124.0
2005,13579,6.5,11.0
2006,20024,6.6,55.0
2007,2453,6.1,82.0
2008,6973,6.6,261.0
2009,11156,6.6,246.0
2010,354110,5.8,101.0
2011,22215,5.9,56.0
2012,11632,5.5,73.0
2013,30596,6.5,57.0
2014,3021,6.5,1343.0
2015,957,6.7,902.0
2016,256917,6.8,431.0
2017,251,6.9,1339.0
2018,544,6.5,1590.0
2019,11395,6.3,489.0
2020,14635,6.5,110.0
2021,13680,6.0,428.0
2022,688,7.3,385.0
2023,11090,4.6,304.0
2024,783,7.4,716.0
2025,228194,7.3,508.0
2026,1642,5.6,354.0
2027,10950,7.2,530.0
2028,235260,5.9,83.0
2029,277,6.6,2512.0
2030,8999,6.1,319.0
2031,11323,6.0,301.0
2032,10445,6.8,61.0
